Date,Product_ID,Sales,Current_Stock
2023-05-11,Product_A,29,148
2023-05-12,Product_A,33,195
2023-05-13,Product_A,50,243
2023-05-14,Product_A,43,257
2023-05-15,Product_A,29,277
2023-05-16,Product_A,24,82
2023-05-17,Product_A,25,97
2023-05-18,Product_A,28,177
2023-05-19,Product_A,27,244
2023-05-20,Product_A,36,225
2023-05-21,Product_A,57,164
2023-05-22,Product_A,27,71
2023-05-23,Product_A,34,87
2023-05-24,Product_A,33,100
2023-05-25,Product_A,28,76
2023-05-26,Product_A,22,70
2023-05-27,Product_A,49,77
2023-05-28,Product_A,50,246
2023-05-29,Product_A,33,97
2023-05-30,Product_A,24,84
2023-05-31,Product_A,21,221
2023-06-01,Product_A,34,270
2023-06-02,Product_A,25,55
2023-06-03,Product_A,49,282
2023-06-04,Product_A,47,142
2023-06-05,Product_A,34,230
2023-06-06,Product_A,23,237
2023-06-07,Product_A,24,240
2023-06-08,Product_A,25,209
2023-06-09,Product_A,21,116
2023-06-10,Product_A,45,283
2023-06-11,Product_A,55,107
2023-06-12,Product_A,28,223
2023-06-13,Product_A,22,81
2023-06-14,Product_A,26,200
2023-06-15,Product_A,35,204
2023-06-16,Product_A,22,267
2023-06-17,Product_A,43,210
2023-06-18,Product_A,54,295
2023-06-19,Product_A,33,219
2023-06-20,Product_A,30,148
2023-06-21,Product_A,29,201
2023-06-22,Product_A,32,299
2023-06-23,Product_A,29,85
2023-06-24,Product_A,51,114
2023-06-25,Product_A,56,193
2023-06-26,Product_A,32,164
2023-06-27,Product_A,35,141
2023-06-28,Product_A,22,81
2023-06-29,Product_A,35,135
2023-06-30,Product_A,29,235
2023-07-01,Product_A,63,174
2023-07-02,Product_A,50,107
2023-07-03,Product_A,21,229
2023-07-04,Product_A,26,64
2023-07-05,Product_A,31,237
2023-07-06,Product_A,21,57
2023-07-07,Product_A,32,285
2023-07-08,Product_A,51,152
2023-07-09,Product_A,44,158
2023-07-10,Product_A,34,96
2023-07-11,Product_A,27,217
2023-07-12,Product_A,33,163
2023-07-13,Product_A,30,207
2023-07-14,Product_A,21,169
2023-07-15,Product_A,52,141
2023-07-16,Product_A,51,139
2023-07-17,Product_A,30,166
2023-07-18,Product_A,27,176
2023-07-19,Product_A,32,294
2023-07-20,Product_A,30,171
2023-07-21,Product_A,35,83
2023-07-22,Product_A,54,97
2023-07-23,Product_A,51,286
2023-07-24,Product_A,21,65
2023-07-25,Product_A,27,241
2023-07-26,Product_A,25,71
2023-07-27,Product_A,27,244
2023-07-28,Product_A,30,193
2023-07-29,Product_A,42,135
2023-07-30,Product_A,56,255
2023-07-31,Product_A,25,96
2023-08-01,Product_A,34,287
2023-08-02,Product_A,24,246
2023-08-03,Product_A,30,267
2023-08-04,Product_A,27,149
2023-08-05,Product_A,49,271
2023-08-06,Product_A,46,299
2023-08-07,Product_A,26,118
2023-08-08,Product_A,22,229
2023-08-09,Product_A,30,299
2023-08-10,Product_A,30,145
2023-08-11,Product_A,28,118
2023-08-12,Product_A,51,65
2023-08-13,Product_A,49,51
2023-08-14,Product_A,32,177
2023-08-15,Product_A,24,201
2023-08-16,Product_A,22,212
2023-08-17,Product_A,21,210
2023-08-18,Product_A,23,220
2023-08-19,Product_A,51,116
2023-08-20,Product_A,36,217
2023-08-21,Product_A,31,93
2023-08-22,Product_A,33,61
2023-08-23,Product_A,34,179
2023-08-24,Product_A,23,291
2023-08-25,Product_A,27,130
2023-08-26,Product_A,52,142
2023-08-27,Product_A,54,139
2023-08-28,Product_A,22,164
2023-08-29,Product_A,27,245
2023-08-30,Product_A,25,163
2023-08-31,Product_A,31,206
2023-09-01,Product_A,24,266
2023-09-02,Product_A,52,298
2023-09-03,Product_A,48,150
2023-09-04,Product_A,28,241
2023-09-05,Product_A,21,148
2023-09-06,Product_A,22,290
2023-09-07,Product_A,28,200
2023-09-08,Product_A,25,61
2023-09-09,Product_A,42,62
2023-09-10,Product_A,50,148
2023-09-11,Product_A,34,66
2023-09-12,Product_A,34,133
2023-09-13,Product_A,26,190
2023-09-14,Product_A,23,226
2023-09-15,Product_A,32,238
2023-09-16,Product_A,46,125
2023-09-17,Product_A,50,77
2023-09-18,Product_A,35,177
2023-09-19,Product_A,23,299
2023-09-20,Product_A,25,118
2023-09-21,Product_A,32,74
2023-09-22,Product_A,31,262
2023-09-23,Product_A,43,200
2023-09-24,Product_A,50,158
2023-09-25,Product_A,30,235
2023-09-26,Product_A,34,272
2023-09-27,Product_A,25,212
2023-09-28,Product_A,33,284
2023-09-29,Product_A,22,288
2023-09-30,Product_A,55,123
2023-10-01,Product_A,56,194
2023-10-02,Product_A,26,56
2023-10-03,Product_A,33,217
2023-10-04,Product_A,29,227
2023-10-05,Product_A,30,243
2023-10-06,Product_A,33,214
2023-10-07,Product_A,43,185
2023-10-08,Product_A,48,135
2023-10-09,Product_A,21,120
2023-10-10,Product_A,33,181
2023-10-11,Product_A,26,208
2023-10-12,Product_A,33,157
2023-10-13,Product_A,27,140
2023-10-14,Product_A,54,68
2023-10-15,Product_A,55,244
2023-10-16,Product_A,33,291
2023-10-17,Product_A,34,107
2023-10-18,Product_A,32,249
2023-10-19,Product_A,35,154
2023-10-20,Product_A,21,180
2023-10-21,Product_A,59,239
2023-10-22,Product_A,58,162
2023-10-23,Product_A,28,210
2023-10-24,Product_A,25,183
2023-10-25,Product_A,32,222
2023-10-26,Product_A,33,96
2023-10-27,Product_A,26,262
2023-10-28,Product_A,57,278
2023-10-29,Product_A,41,196
2023-10-30,Product_A,29,195
2023-10-31,Product_A,29,98
2023-11-01,Product_A,35,208
2023-11-02,Product_A,25,103
2023-11-03,Product_A,23,193
2023-11-04,Product_A,50,252
2023-11-05,Product_A,56,273
2023-11-06,Product_A,26,253
2023-11-07,Product_A,32,166
2023-11-08,Product_A,30,141
2023-11-09,Product_A,30,185
2023-11-10,Product_A,32,227
2023-11-11,Product_A,58,150
2023-11-12,Product_A,47,241
2023-11-13,Product_A,26,240
2023-11-14,Product_A,29,210
2023-11-15,Product_A,24,254
2023-11-16,Product_A,33,190
2023-11-17,Product_A,23,183
2023-11-18,Product_A,39,246
2023-11-19,Product_A,58,243
2023-11-20,Product_A,28,79
2023-11-21,Product_A,31,158
2023-11-22,Product_A,27,297
2023-11-23,Product_A,26,114
2023-11-24,Product_A,35,226
2023-11-25,Product_A,50,75
2023-11-26,Product_A,58,135
2023-11-27,Product_A,31,226
2023-11-28,Product_A,21,147
2023-11-29,Product_A,23,178
2023-11-30,Product_A,27,55
2023-12-01,Product_A,21,246
2023-12-02,Product_A,54,151
2023-12-03,Product_A,42,72
2023-12-04,Product_A,25,214
2023-12-05,Product_A,30,132
2023-12-06,Product_A,25,127
2023-12-07,Product_A,34,50
2023-12-08,Product_A,33,254
2023-12-09,Product_A,52,242
2023-12-10,Product_A,43,81
2023-12-11,Product_A,32,144
2023-12-12,Product_A,27,203
2023-12-13,Product_A,22,231
2023-12-14,Product_A,23,172
2023-12-15,Product_A,32,242
2023-12-16,Product_A,52,182
2023-12-17,Product_A,62,106
2023-12-18,Product_A,35,96
2023-12-19,Product_A,35,278
2023-12-20,Product_A,34,115
2023-12-21,Product_A,23,152
2023-12-22,Product_A,32,275
2023-12-23,Product_A,42,147
2023-12-24,Product_A,50,128
2023-12-25,Product_A,23,240
2023-12-26,Product_A,24,298
2023-12-27,Product_A,21,265
2023-12-28,Product_A,32,79
2023-12-29,Product_A,30,100
2023-12-30,Product_A,40,78
2023-12-31,Product_A,48,233
2023-01-01,Product_B,55,133
2023-01-02,Product_B,35,83
2023-01-03,Product_B,35,243
2023-01-04,Product_B,44,284
2023-01-05,Product_B,41,164
2023-01-06,Product_B,39,200
2023-01-07,Product_B,66,252
2023-01-08,Product_B,58,181
2023-01-09,Product_B,34,233
2023-01-10,Product_B,33,145
2023-01-11,Product_B,41,142
2023-01-12,Product_B,43,171
2023-01-13,Product_B,33,70
2023-01-14,Product_B,51,141
2023-01-15,Product_B,67,71
2023-01-16,Product_B,36,50
2023-01-17,Product_B,39,61
2023-01-18,Product_B,44,83
2023-01-19,Product_B,44,267
2023-01-20,Product_B,41,122
2023-01-21,Product_B,63,96
2023-01-22,Product_B,59,288
2023-01-23,Product_B,44,156
2023-01-24,Product_B,43,130
2023-01-25,Product_B,34,50
2023-01-26,Product_B,31,148
2023-01-27,Product_B,34,256
2023-01-28,Product_B,74,105
2023-01-29,Product_B,64,267
2023-01-30,Product_B,37,127
2023-01-31,Product_B,32,158
2023-02-01,Product_B,44,236
2023-02-02,Product_B,33,56
2023-02-03,Product_B,45,200
2023-02-04,Product_B,69,288
2023-02-05,Product_B,69,67
2023-02-06,Product_B,36,276
2023-02-07,Product_B,45,241
2023-02-08,Product_B,37,278
2023-02-09,Product_B,40,88
2023-02-10,Product_B,31,280
2023-02-11,Product_B,60,175
2023-02-12,Product_B,65,194
2023-02-13,Product_B,34,74
2023-02-14,Product_B,40,116
2023-02-15,Product_B,43,195
2023-02-16,Product_B,34,160
2023-02-17,Product_B,32,160
2023-02-18,Product_B,60,162
2023-02-19,Product_B,59,91
2023-02-20,Product_B,35,55
2023-02-21,Product_B,40,113
2023-02-22,Product_B,41,233
2023-02-23,Product_B,43,247
2023-02-24,Product_B,39,82
2023-02-25,Product_B,55,70
2023-02-26,Product_B,56,296
2023-02-27,Product_B,44,124
2023-02-28,Product_B,44,143
2023-03-01,Product_B,38,104
2023-03-02,Product_B,37,180
2023-03-03,Product_B,45,89
2023-03-04,Product_B,53,201
2023-03-05,Product_B,65,115
2023-03-06,Product_B,42,124
2023-03-07,Product_B,45,183
2023-03-08,Product_B,31,143
2023-03-09,Product_B,36,228
2023-03-10,Product_B,39,243
2023-03-11,Product_B,70,185
2023-03-12,Product_B,57,222
2023-03-13,Product_B,35,119
2023-03-14,Product_B,36,117
2023-03-15,Product_B,34,274
2023-03-16,Product_B,31,189
2023-03-17,Product_B,31,139
2023-03-18,Product_B,64,86
2023-03-19,Product_B,69,149
2023-03-20,Product_B,41,52
2023-03-21,Product_B,36,227
2023-03-22,Product_B,40,54
2023-03-23,Product_B,40,221
2023-03-24,Product_B,43,217
2023-03-25,Product_B,50,114
2023-03-26,Product_B,64,122
2023-03-27,Product_B,39,252
2023-03-28,Product_B,38,87
2023-03-29,Product_B,33,143
2023-03-30,Product_B,31,118
2023-03-31,Product_B,42,285
2023-04-01,Product_B,60,166
2023-04-02,Product_B,63,186
2023-04-03,Product_B,42,276
2023-04-04,Product_B,31,89
2023-04-05,Product_B,42,113
2023-04-06,Product_B,38,60
2023-04-07,Product_B,35,63
2023-04-08,Product_B,70,84
2023-04-09,Product_B,54,54
2023-04-10,Product_B,41,127
2023-04-11,Product_B,44,181
2023-04-12,Product_B,43,91
2023-04-13,Product_B,32,89
2023-04-14,Product_B,37,153
2023-04-15,Product_B,61,174
2023-04-16,Product_B,51,72
2023-04-17,Product_B,45,274
2023-04-18,Product_B,31,274
2023-04-19,Product_B,37,243
2023-04-20,Product_B,35,153
2023-04-21,Product_B,33,88
2023-04-22,Product_B,53,183
2023-04-23,Product_B,54,228
2023-04-24,Product_B,40,241
2023-04-25,Product_B,45,160
2023-04-26,Product_B,31,293
2023-04-27,Product_B,37,204
2023-04-28,Product_B,43,87
2023-04-29,Product_B,54,278
2023-04-30,Product_B,62,82
2023-05-01,Product_B,34,135
2023-05-02,Product_B,40,54
2023-05-03,Product_B,40,146
2023-05-04,Product_B,36,190
2023-05-05,Product_B,45,277
2023-05-06,Product_B,65,229
2023-05-07,Product_B,67,206
2023-05-08,Product_B,35,206
2023-05-09,Product_B,34,125
2023-05-10,Product_B,32,204
2023-05-11,Product_B,33,292
2023-05-12,Product_B,34,75
2023-05-13,Product_B,66,118
2023-05-14,Product_B,59,123
2023-05-15,Product_B,36,183
2023-05-16,Product_B,37,96
2023-05-17,Product_B,44,156
2023-05-18,Product_B,40,190
2023-05-19,Product_B,44,259
2023-05-20,Product_B,54,160
2023-05-21,Product_B,64,220
2023-05-22,Product_B,42,149
2023-05-23,Product_B,35,169
2023-05-24,Product_B,38,176
2023-05-25,Product_B,31,141
2023-05-26,Product_B,40,186
2023-05-27,Product_B,53,78
2023-05-28,Product_B,66,90
2023-05-29,Product_B,41,200
2023-05-30,Product_B,44,150
2023-05-31,Product_B,40,159
2023-06-01,Product_B,36,264
2023-06-02,Product_B,31,112
2023-06-03,Product_B,57,164
2023-06-04,Product_B,67,198
2023-06-05,Product_B,39,102
2023-06-06,Product_B,40,229
2023-06-07,Product_B,35,203
2023-06-08,Product_B,33,112
2023-06-09,Product_B,39,139
2023-06-10,Product_B,61,179
2023-06-11,Product_B,53,268
2023-06-12,Product_B,41,66
2023-06-13,Product_B,41,157
2023-06-14,Product_B,33,231
2023-06-15,Product_B,39,248
2023-06-16,Product_B,36,294
2023-06-17,Product_B,53,226
2023-06-18,Product_B,72,284
2023-06-19,Product_B,40,205
2023-06-20,Product_B,35,98
2023-06-21,Product_B,31,133
2023-06-22,Product_B,31,197
2023-06-23,Product_B,36,269
2023-06-24,Product_B,72,153
2023-06-25,Product_B,52,50
2023-06-26,Product_B,44,264
2023-06-27,Product_B,41,233
2023-06-28,Product_B,44,81
2023-06-29,Product_B,43,98
2023-06-30,Product_B,43,79
2023-07-01,Product_B,55,67
2023-07-02,Product_B,59,164
2023-07-03,Product_B,32,243
2023-07-04,Product_B,42,162
2023-07-05,Product_B,44,215
2023-07-06,Product_B,45,181
2023-07-07,Product_B,38,206
2023-07-08,Product_B,58,180
2023-07-09,Product_B,64,260
2023-07-10,Product_B,32,173
2023-07-11,Product_B,37,104
2023-07-12,Product_B,32,184
2023-07-13,Product_B,38,114
2023-07-14,Product_B,37,116
2023-07-15,Product_B,59,236
2023-07-16,Product_B,72,121
2023-07-17,Product_B,39,288
2023-07-18,Product_B,33,100
2023-07-19,Product_B,42,288
2023-07-20,Product_B,32,84
2023-07-21,Product_B,44,81
2023-07-22,Product_B,66,284
2023-07-23,Product_B,52,214
2023-07-24,Product_B,35,191
2023-07-25,Product_B,37,225
2023-07-26,Product_B,37,123
2023-07-27,Product_B,31,200
2023-07-28,Product_B,33,161
2023-07-29,Product_B,60,85
2023-07-30,Product_B,69,131
2023-07-31,Product_B,31,96
2023-08-01,Product_B,34,60
2023-08-02,Product_B,45,179
2023-08-03,Product_B,37,168
2023-08-04,Product_B,34,54
2023-08-05,Product_B,55,271
2023-08-06,Product_B,55,102
2023-08-07,Product_B,33,293
2023-08-08,Product_B,36,157
2023-08-09,Product_B,31,251
2023-08-10,Product_B,38,108
2023-08-11,Product_B,37,177
2023-08-12,Product_B,47,164
2023-08-13,Product_B,59,58
2023-08-14,Product_B,32,286
2023-08-15,Product_B,37,250
2023-08-16,Product_B,36,284
2023-08-17,Product_B,34,203
2023-08-18,Product_B,43,158
2023-08-19,Product_B,53,86
2023-08-20,Product_B,61,195
2023-08-21,Product_B,40,149
2023-08-22,Product_B,36,83
2023-08-23,Product_B,35,202
2023-08-24,Product_B,40,125
2023-08-25,Product_B,35,155
2023-08-26,Product_B,55,76
2023-08-27,Product_B,68,183
2023-08-28,Product_B,38,147
2023-08-29,Product_B,43,298
2023-08-30,Product_B,37,187
2023-08-31,Product_B,31,203
2023-09-01,Product_B,42,239
2023-09-02,Product_B,68,113
2023-09-03,Product_B,58,103
2023-09-04,Product_B,31,100
2023-09-05,Product_B,34,164
2023-09-06,Product_B,43,198
2023-09-07,Product_B,38,60
2023-09-08,Product_B,31,236
2023-09-09,Product_B,59,276
2023-09-10,Product_B,52,104
2023-09-11,Product_B,38,295
2023-09-12,Product_B,35,105
2023-09-13,Product_B,40,85
2023-09-14,Product_B,34,260
2023-09-15,Product_B,34,284
2023-09-16,Product_B,59,158
2023-09-17,Product_B,57,250
2023-09-18,Product_B,32,294
2023-09-19,Product_B,39,89
2023-09-20,Product_B,31,266
2023-09-21,Product_B,41,153
2023-09-22,Product_B,39,88
2023-09-23,Product_B,50,291
2023-09-24,Product_B,61,221
2023-09-25,Product_B,44,151
2023-09-26,Product_B,42,68
2023-09-27,Product_B,42,236
2023-09-28,Product_B,31,238
2023-09-29,Product_B,40,106
2023-09-30,Product_B,52,96
2023-10-01,Product_B,70,129
2023-10-02,Product_B,33,57
2023-10-03,Product_B,35,130
2023-10-04,Product_B,35,167
2023-10-05,Product_B,38,74
2023-10-06,Product_B,39,61
2023-10-07,Product_B,70,203
2023-10-08,Product_B,66,75
2023-10-09,Product_B,40,65
2023-10-10,Product_B,31,200
2023-10-11,Product_B,35,135
2023-10-12,Product_B,37,63
2023-10-13,Product_B,35,56
2023-10-14,Product_B,56,225
2023-10-15,Product_B,54,108
2023-10-16,Product_B,43,131
2023-10-17,Product_B,44,165
2023-10-18,Product_B,33,195
2023-10-19,Product_B,40,152
2023-10-20,Product_B,44,208
2023-10-21,Product_B,55,157
2023-10-22,Product_B,69,147
2023-10-23,Product_B,35,220
2023-10-24,Product_B,40,232
2023-10-25,Product_B,42,88
2023-10-26,Product_B,38,290
2023-10-27,Product_B,43,263
2023-10-28,Product_B,66,259
2023-10-29,Product_B,58,219
2023-10-30,Product_B,44,243
2023-10-31,Product_B,33,219
2023-11-01,Product_B,44,296
2023-11-02,Product_B,43,67
2023-11-03,Product_B,41,88
2023-11-04,Product_B,62,78
2023-11-05,Product_B,59,270
2023-11-06,Product_B,35,285
2023-11-07,Product_B,38,285
2023-11-08,Product_B,39,59
2023-11-09,Product_B,39,152
2023-11-10,Product_B,35,114
2023-11-11,Product_B,59,52
2023-11-12,Product_B,71,169
2023-11-13,Product_B,32,117
2023-11-14,Product_B,44,86
2023-11-15,Product_B,31,230
2023-11-16,Product_B,45,122
2023-11-17,Product_B,31,170
2023-11-18,Product_B,56,189
2023-11-19,Product_B,65,86
2023-11-20,Product_B,35,220
2023-11-21,Product_B,36,88
2023-11-22,Product_B,45,95
2023-11-23,Product_B,41,111
2023-11-24,Product_B,32,202
2023-11-25,Product_B,55,53
2023-11-26,Product_B,63,197
2023-11-27,Product_B,45,103
2023-11-28,Product_B,33,286
2023-11-29,Product_B,40,156
2023-11-30,Product_B,39,267
2023-12-01,Product_B,31,299
2023-12-02,Product_B,55,55
2023-12-03,Product_B,54,103
2023-12-04,Product_B,37,226
2023-12-05,Product_B,33,69
2023-12-06,Product_B,31,110
2023-12-07,Product_B,40,212
2023-12-08,Product_B,32,111
2023-12-09,Product_B,53,52
2023-12-10,Product_B,53,62
2023-12-11,Product_B,43,288
2023-12-12,Product_B,39,117
2023-12-13,Product_B,35,147
2023-12-14,Product_B,39,233
2023-12-15,Product_B,41,269
2023-12-16,Product_B,66,244
2023-12-17,Product_B,55,125
2023-12-18,Product_B,39,256
2023-12-19,Product_B,39,54
2023-12-20,Product_B,41,275
2023-12-21,Product_B,42,256
2023-12-22,Product_B,38,182
2023-12-23,Product_B,56,247
2023-12-24,Product_B,61,225
2023-12-25,Product_B,42,246
2023-12-26,Product_B,31,163
2023-12-27,Product_B,43,273
2023-12-28,Product_B,43,164
2023-12-29,Product_B,33,105
2023-12-30,Product_B,54,89
2023-12-31,Product_B,68,286
2023-01-01,Product_C,42,196
2023-01-02,Product_C,26,146
2023-01-03,Product_C,25,97
2023-01-04,Product_C,27,156
2023-01-05,Product_C,23,230
2023-01-06,Product_C,18,240
2023-01-07,Product_C,45,237
2023-01-08,Product_C,40,284
2023-01-09,Product_C,24,298
2023-01-10,Product_C,29,72
2023-01-11,Product_C,24,209
2023-01-12,Product_C,19,207
2023-01-13,Product_C,29,131
2023-01-14,Product_C,34,255
2023-01-15,Product_C,54,61
2023-01-16,Product_C,16,273
2023-01-17,Product_C,28,204
2023-01-18,Product_C,23,66
2023-01-19,Product_C,29,147
2023-01-20,Product_C,22,158
2023-01-21,Product_C,37,260
2023-01-22,Product_C,49,123
2023-01-23,Product_C,16,112
2023-01-24,Product_C,26,128
2023-01-25,Product_C,19,270
2023-01-26,Product_C,18,197
2023-01-27,Product_C,16,117
2023-01-28,Product_C,40,61
2023-01-29,Product_C,35,187
2023-01-30,Product_C,15,71
2023-01-31,Product_C,22,259
2023-02-01,Product_C,28,241
2023-02-02,Product_C,27,253
2023-02-03,Product_C,25,276
2023-02-04,Product_C,45,253
2023-02-05,Product_C,48,188
2023-02-06,Product_C,20,160
2023-02-07,Product_C,17,252
2023-02-08,Product_C,21,75
2023-02-09,Product_C,28,275
2023-02-10,Product_C,18,258
2023-02-11,Product_C,44,282
2023-02-12,Product_C,50,168
2023-02-13,Product_C,27,124
2023-02-14,Product_C,16,224
2023-02-15,Product_C,18,71
2023-02-16,Product_C,25,244
2023-02-17,Product_C,28,285
2023-02-18,Product_C,48,270
2023-02-19,Product_C,48,257
2023-02-20,Product_C,25,133
2023-02-21,Product_C,17,234
2023-02-22,Product_C,17,50
2023-02-23,Product_C,26,215
2023-02-24,Product_C,16,238
2023-02-25,Product_C,32,74
2023-02-26,Product_C,48,67
2023-02-27,Product_C,26,257
2023-02-28,Product_C,22,109
2023-03-01,Product_C,23,194
2023-03-02,Product_C,19,57
2023-03-03,Product_C,25,223
2023-03-04,Product_C,34,248
2023-03-05,Product_C,44,241
2023-03-06,Product_C,19,73
2023-03-07,Product_C,24,180
2023-03-08,Product_C,28,64
2023-03-09,Product_C,28,255
2023-03-10,Product_C,15,175
2023-03-11,Product_C,44,277
2023-03-12,Product_C,43,225
2023-03-13,Product_C,26,112
2023-03-14,Product_C,20,294
2023-03-15,Product_C,16,137
2023-03-16,Product_C,25,113
2023-03-17,Product_C,15,121
2023-03-18,Product_C,35,271
2023-03-19,Product_C,44,288
2023-03-20,Product_C,20,81
2023-03-21,Product_C,27,266
2023-03-22,Product_C,26,151
2023-03-23,Product_C,22,60
2023-03-24,Product_C,17,137
2023-03-25,Product_C,38,125
2023-03-26,Product_C,51,209
2023-03-27,Product_C,20,135
2023-03-28,Product_C,18,210
2023-03-29,Product_C,22,209
2023-03-30,Product_C,26,146
2023-03-31,Product_C,15,82
2023-04-01,Product_C,50,207
2023-04-02,Product_C,42,165
2023-04-03,Product_C,20,152
2023-04-04,Product_C,20,152
2023-04-05,Product_C,28,171
2023-04-06,Product_C,29,275
2023-04-07,Product_C,21,221
2023-04-08,Product_C,37,252
2023-04-09,Product_C,44,172
2023-04-10,Product_C,23,55
2023-04-11,Product_C,21,272
2023-04-12,Product_C,16,253
2023-04-13,Product_C,22,227
2023-04-14,Product_C,28,133
2023-04-15,Product_C,57,176
2023-04-16,Product_C,46,133
2023-04-17,Product_C,20,107
2023-04-18,Product_C,24,176
2023-04-19,Product_C,29,90
2023-04-20,Product_C,24,63
2023-04-21,Product_C,16,295
2023-04-22,Product_C,47,61
2023-04-23,Product_C,50,94
2023-04-24,Product_C,24,196
2023-04-25,Product_C,28,149
2023-04-26,Product_C,22,270
2023-04-27,Product_C,19,232
2023-04-28,Product_C,26,131
2023-04-29,Product_C,36,260
2023-04-30,Product_C,39,145
2023-05-01,Product_C,23,108
2023-05-02,Product_C,26,251
2023-05-03,Product_C,17,238
2023-05-04,Product_C,20,240
2023-05-05,Product_C,15,184
2023-05-06,Product_C,41,143
2023-05-07,Product_C,48,235
2023-05-08,Product_C,22,197
2023-05-09,Product_C,18,269
2023-05-10,Product_C,28,69
2023-05-11,Product_C,22,99
2023-05-12,Product_C,17,145
2023-05-13,Product_C,41,299
2023-05-14,Product_C,35,277
2023-05-15,Product_C,29,211
2023-05-16,Product_C,20,88
2023-05-17,Product_C,17,164
2023-05-18,Product_C,20,174
2023-05-19,Product_C,17,286
2023-05-20,Product_C,38,70
2023-05-21,Product_C,44,148
2023-05-22,Product_C,22,149
